ID,Name,Age,Marks
126319,Student126319,20,44
126320,Student126320,23,45
126321,Student126321,20,68
126322,Student126322,24,93
126323,Student126323,22,87
126324,Student126324,23,82
126325,Student126325,23,49
126326,Student126326,25,62
126327,Student126327,19,39
126328,Student126328,25,54
126329,Student126329,21,56
126330,Student126330,20,55
126331,Student126331,18,68
126332,Student126332,19,77
126333,Student126333,22,90
126334,Student126334,18,70
126335,Student126335,24,84
126336,Student126336,20,54
126337,Student126337,18,62
126338,Student126338,22,84
126339,Student126339,23,53
126340,Student126340,22,57
126341,Student126341,24,62
126342,Student126342,22,58
126343,Student126343,19,41
126344,Student126344,21,77
126345,Student126345,22,78
126346,Student126346,25,85
126347,Student126347,22,56
126348,Student126348,25,50
126349,Student126349,21,39
126350,Student126350,21,99
126351,Student126351,23,78
126352,Student126352,21,37
126353,Student126353,25,56
126354,Student126354,25,41
126355,Student126355,24,37
126356,Student126356,24,66
126357,Student126357,24,84
126358,Student126358,22,99
126359,Student126359,24,44
126360,Student126360,19,65
126361,Student126361,23,36
126362,Student126362,22,78
126363,Student126363,23,84
126364,Student126364,25,43
126365,Student126365,22,52
126366,Student126366,19,88
126367,Student126367,23,37
126368,Student126368,18,70
126369,Student126369,24,41
126370,Student126370,22,55
126371,Student126371,18,98
126372,Student126372,18,50
126373,Student126373,21,71
126374,Student126374,20,99
126375,Student126375,25,75
126376,Student126376,24,39
126377,Student126377,22,44
126378,Student126378,20,94
126379,Student126379,24,70
126380,Student126380,22,80
126381,Student126381,20,61
126382,Student126382,18,98
126383,Student126383,25,73
126384,Student126384,21,99
126385,Student126385,22,92
126386,Student126386,24,50
126387,Student126387,20,69
126388,Student126388,20,66
126389,Student126389,18,94
126390,Student126390,20,65
126391,Student126391,22,68
126392,Student126392,21,62
126393,Student126393,23,36
126394,Student126394,24,89
126395,Student126395,18,48
126396,Student126396,24,44
126397,Student126397,25,92
126398,Student126398,18,51
126399,Student126399,25,38
126400,Student126400,22,91
126401,Student126401,25,56
126402,Student126402,22,47
126403,Student126403,24,35
126404,Student126404,24,63
126405,Student126405,20,99
126406,Student126406,19,72
126407,Student126407,22,79
126408,Student126408,20,77
126409,Student126409,23,80
126410,Student126410,19,61
126411,Student126411,20,91
126412,Student126412,20,71
126413,Student126413,24,43
126414,Student126414,20,38
126415,Student126415,21,69
126416,Student126416,22,86
126417,Student126417,22,49
126418,Student126418,22,43
126419,Student126419,25,63
126420,Student126420,24,53
126421,Student126421,20,49
126422,Student126422,24,67
126423,Student126423,20,84
126424,Student126424,21,78
126425,Student126425,24,66
126426,Student126426,21,93
126427,Student126427,21,43
126428,Student126428,21,55
126429,Student126429,25,39
126430,Student126430,19,68
126431,Student126431,18,54
126432,Student126432,22,43
126433,Student126433,22,94
126434,Student126434,18,81
126435,Student126435,19,89
126436,Student126436,25,99
126437,Student126437,19,49
126438,Student126438,21,62
126439,Student126439,22,95
126440,Student126440,19,74
126441,Student126441,19,37
126442,Student126442,24,44
126443,Student126443,19,69
126444,Student126444,24,50
126445,Student126445,23,70
126446,Student126446,23,65
126447,Student126447,23,43
126448,Student126448,21,93
126449,Student126449,24,38
126450,Student126450,25,91
126451,Student126451,18,66
126452,Student126452,22,59
126453,Student126453,19,84
126454,Student126454,18,94
126455,Student126455,24,61
126456,Student126456,21,78
126457,Student126457,23,52
126458,Student126458,19,92
126459,Student126459,23,93
126460,Student126460,25,90
126461,Student126461,19,88
126462,Student126462,21,89
126463,Student126463,20,44
126464,Student126464,18,68
126465,Student126465,21,80
126466,Student126466,21,63
126467,Student126467,21,69
126468,Student126468,19,93
126469,Student126469,22,38
126470,Student126470,20,42
126471,Student126471,21,83
126472,Student126472,22,98
126473,Student126473,21,50
126474,Student126474,24,37
126475,Student126475,23,43
126476,Student126476,23,100
126477,Student126477,18,81
126478,Student126478,25,85
126479,Student126479,22,62
126480,Student126480,18,48
126481,Student126481,20,76
126482,Student126482,21,72
126483,Student126483,20,70
126484,Student126484,18,35
126485,Student126485,22,85
126486,Student126486,19,50
126487,Student126487,19,63
126488,Student126488,18,37
126489,Student126489,21,93
126490,Student126490,24,70
126491,Student126491,20,89
126492,Student126492,25,83
126493,Student126493,19,81
126494,Student126494,25,95
126495,Student126495,24,82
126496,Student126496,24,97
126497,Student126497,24,41
126498,Student126498,21,62
126499,Student126499,22,69
126500,Student126500,18,44
126501,Student126501,19,80
126502,Student126502,20,44
126503,Student126503,18,78
126504,Student126504,22,50
126505,Student126505,23,68
126506,Student126506,20,70
126507,Student126507,18,61
126508,Student126508,24,72
126509,Student126509,23,94
126510,Student126510,24,70
126511,Student126511,22,75
126512,Student126512,22,86
126513,Student126513,20,77
126514,Student126514,22,42
126515,Student126515,18,56
126516,Student126516,20,81
126517,Student126517,18,38
126518,Student126518,21,77
126519,Student126519,23,56
126520,Student126520,22,97
126521,Student126521,21,53
126522,Student126522,21,38
126523,Student126523,25,63
126524,Student126524,24,65
126525,Student126525,19,63
126526,Student126526,19,57
126527,Student126527,24,38
126528,Student126528,18,85
126529,Student126529,18,96
126530,Student126530,22,60
126531,Student126531,22,59
126532,Student126532,24,81
126533,Student126533,20,41
126534,Student126534,20,63
126535,Student126535,19,60
126536,Student126536,19,45
126537,Student126537,24,55
126538,Student126538,18,48
126539,Student126539,20,83
126540,Student126540,22,65
126541,Student126541,22,64
126542,Student126542,23,90
126543,Student126543,24,49
126544,Student126544,19,62
126545,Student126545,25,65
126546,Student126546,23,78
126547,Student126547,18,56
126548,Student126548,22,72
126549,Student126549,23,46
126550,Student126550,23,60
126551,Student126551,19,43
126552,Student126552,23,70
126553,Student126553,25,38
126554,Student126554,24,91
126555,Student126555,18,46
126556,Student126556,22,69
126557,Student126557,19,45
126558,Student126558,19,81
126559,Student126559,22,72
126560,Student126560,23,62
126561,Student126561,18,38
126562,Student126562,25,38
126563,Student126563,20,80
126564,Student126564,23,45
126565,Student126565,20,58
126566,Student126566,21,56
126567,Student126567,19,66
126568,Student126568,22,93
126569,Student126569,18,83
126570,Student126570,24,99
126571,Student126571,20,92
126572,Student126572,25,73
126573,Student126573,19,95
126574,Student126574,18,100
126575,Student126575,18,43
126576,Student126576,23,94
126577,Student126577,19,44
126578,Student126578,19,87
126579,Student126579,25,68
126580,Student126580,20,87
126581,Student126581,25,66
126582,Student126582,24,72
126583,Student126583,18,99
126584,Student126584,18,60
126585,Student126585,21,81
126586,Student126586,18,77
126587,Student126587,23,67
126588,Student126588,24,37
126589,Student126589,25,54
126590,Student126590,24,65
126591,Student126591,25,84
126592,Student126592,18,53
126593,Student126593,24,49
126594,Student126594,20,54
126595,Student126595,25,100
126596,Student126596,18,49
126597,Student126597,18,71
126598,Student126598,20,93
126599,Student126599,21,72
126600,Student126600,20,92
126601,Student126601,24,57
126602,Student126602,24,59
126603,Student126603,20,57
126604,Student126604,25,64
126605,Student126605,23,64
126606,Student126606,19,49
126607,Student126607,18,46
126608,Student126608,24,44
126609,Student126609,23,48
126610,Student126610,22,75
126611,Student126611,25,53
126612,Student126612,25,55
126613,Student126613,21,45
126614,Student126614,20,43
126615,Student126615,24,45
126616,Student126616,25,83
126617,Student126617,22,77
126618,Student126618,23,48
126619,Student126619,19,90
126620,Student126620,18,83
126621,Student126621,24,68
126622,Student126622,19,63
126623,Student126623,19,87
126624,Student126624,24,70
126625,Student126625,23,54
126626,Student126626,24,72
126627,Student126627,20,64
126628,Student126628,24,84
126629,Student126629,25,72
126630,Student126630,24,36
126631,Student126631,24,40
126632,Student126632,18,82
126633,Student126633,20,91
126634,Student126634,25,78
126635,Student126635,18,36
126636,Student126636,19,59
126637,Student126637,18,96
126638,Student126638,24,61
126639,Student126639,21,38
126640,Student126640,23,93
126641,Student126641,24,82
126642,Student126642,21,40
126643,Student126643,19,38
126644,Student126644,21,68
126645,Student126645,23,62
126646,Student126646,22,47
126647,Student126647,24,80
126648,Student126648,20,78
126649,Student126649,24,96
126650,Student126650,22,48
126651,Student126651,19,81
126652,Student126652,20,89
126653,Student126653,23,55
126654,Student126654,23,69
126655,Student126655,22,48
126656,Student126656,18,80
126657,Student126657,20,78
126658,Student126658,23,75
126659,Student126659,22,79
126660,Student126660,19,95
126661,Student126661,19,93
126662,Student126662,18,78
126663,Student126663,18,86
126664,Student126664,20,68
126665,Student126665,18,53
126666,Student126666,19,46
126667,Student126667,20,56
126668,Student126668,18,65
126669,Student126669,19,79
126670,Student126670,25,49
126671,Student126671,18,83
126672,Student126672,19,59
126673,Student126673,22,89
126674,Student126674,18,54
126675,Student126675,22,88
126676,Student126676,21,47
126677,Student126677,19,72
126678,Student126678,24,60
126679,Student126679,18,43
126680,Student126680,25,84
126681,Student126681,22,80
126682,Student126682,22,68
126683,Student126683,23,52
126684,Student126684,25,58
126685,Student126685,18,44
126686,Student126686,18,36
126687,Student126687,24,83
126688,Student126688,18,65
126689,Student126689,24,99
126690,Student126690,24,94
126691,Student126691,21,63
126692,Student126692,20,80
126693,Student126693,22,81
126694,Student126694,22,71
126695,Student126695,19,35
126696,Student126696,23,36
126697,Student126697,18,47
126698,Student126698,23,65
126699,Student126699,20,55
126700,Student126700,18,65
126701,Student126701,22,96
126702,Student126702,22,41
126703,Student126703,20,86
126704,Student126704,21,61
126705,Student126705,20,100
126706,Student126706,24,58
126707,Student126707,18,83
126708,Student126708,23,44
126709,Student126709,25,79
126710,Student126710,22,67
126711,Student126711,21,100
126712,Student126712,19,58
126713,Student126713,23,97
126714,Student126714,23,100
126715,Student126715,21,78
126716,Student126716,22,75
126717,Student126717,23,75
126718,Student126718,20,68
126719,Student126719,22,97
126720,Student126720,21,47
126721,Student126721,23,47
126722,Student126722,18,74
126723,Student126723,22,92
126724,Student126724,21,43
126725,Student126725,22,93
126726,Student126726,25,91
126727,Student126727,22,41
126728,Student126728,18,95
126729,Student126729,24,74
126730,Student126730,19,89
126731,Student126731,20,74
126732,Student126732,22,60
126733,Student126733,19,82
126734,Student126734,25,54
126735,Student126735,23,42
126736,Student126736,19,60
126737,Student126737,25,94
126738,Student126738,24,65
126739,Student126739,22,86
126740,Student126740,19,77
126741,Student126741,19,81
126742,Student126742,18,95
126743,Student126743,18,68
126744,Student126744,22,71
126745,Student126745,23,82
126746,Student126746,21,42
126747,Student126747,20,45
126748,Student126748,23,59
126749,Student126749,18,92
126750,Student126750,19,56
126751,Student126751,18,70
126752,Student126752,24,60
126753,Student126753,20,63
126754,Student126754,24,91
126755,Student126755,20,93
126756,Student126756,24,56
126757,Student126757,22,77
126758,Student126758,25,38
126759,Student126759,19,77
126760,Student126760,22,67
126761,Student126761,20,55
126762,Student126762,18,56
126763,Student126763,23,96
126764,Student126764,19,51
126765,Student126765,22,93
126766,Student126766,23,92
126767,Student126767,20,57
126768,Student126768,18,62
126769,Student126769,18,47
126770,Student126770,25,48
126771,Student126771,23,75
126772,Student126772,24,82
126773,Student126773,20,73
126774,Student126774,20,51
126775,Student126775,23,55
126776,Student126776,21,88
126777,Student126777,19,37
126778,Student126778,20,45
126779,Student126779,22,67
126780,Student126780,22,81
126781,Student126781,21,57
126782,Student126782,20,52
126783,Student126783,23,45
126784,Student126784,23,80
126785,Student126785,24,91
126786,Student126786,25,84
126787,Student126787,20,59
126788,Student126788,18,77
126789,Student126789,19,37
126790,Student126790,22,94
126791,Student126791,21,58
126792,Student126792,23,100
126793,Student126793,19,74
126794,Student126794,23,58
126795,Student126795,23,46
126796,Student126796,24,51
126797,Student126797,25,55
126798,Student126798,18,71
126799,Student126799,22,64
126800,Student126800,22,41
126801,Student126801,22,62
126802,Student126802,20,49
126803,Student126803,22,56
126804,Student126804,23,49
126805,Student126805,18,89
126806,Student126806,24,62
126807,Student126807,22,69
126808,Student126808,18,63
126809,Student126809,21,61
126810,Student126810,18,90
126811,Student126811,25,63
126812,Student126812,19,83
126813,Student126813,20,98
126814,Student126814,18,60
126815,Student126815,23,96
126816,Student126816,19,71
126817,Student126817,21,93
126818,Student126818,22,43
126819,Student126819,23,53
126820,Student126820,22,87
126821,Student126821,20,53
126822,Student126822,22,49
126823,Student126823,19,36
126824,Student126824,25,94
126825,Student126825,20,48
126826,Student126826,18,72
126827,Student126827,22,76
126828,Student126828,19,85
126829,Student126829,25,41
126830,Student126830,24,85
126831,Student126831,18,57
126832,Student126832,25,59
126833,Student126833,25,61
126834,Student126834,24,65
126835,Student126835,21,80
126836,Student126836,20,52
126837,Student126837,21,86
126838,Student126838,24,46
126839,Student126839,18,74
126840,Student126840,19,52
126841,Student126841,23,53
126842,Student126842,24,40
126843,Student126843,20,70
126844,Student126844,18,100
126845,Student126845,19,42
126846,Student126846,23,40
126847,Student126847,21,85
126848,Student126848,19,54
126849,Student126849,24,37
126850,Student126850,23,48
126851,Student126851,22,57
126852,Student126852,25,52
126853,Student126853,24,87
126854,Student126854,20,88
126855,Student126855,22,85
126856,Student126856,23,85
126857,Student126857,24,46
126858,Student126858,21,92
126859,Student126859,23,94
126860,Student126860,18,82
126861,Student126861,20,57
126862,Student126862,21,76
126863,Student126863,19,40
126864,Student126864,19,82
126865,Student126865,19,88
126866,Student126866,20,81
126867,Student126867,23,78
126868,Student126868,19,63
126869,Student126869,20,60
126870,Student126870,23,55
126871,Student126871,24,95
126872,Student126872,20,62
126873,Student126873,22,86
126874,Student126874,23,55
126875,Student126875,19,92
126876,Student126876,22,39
126877,Student126877,19,79
126878,Student126878,21,70
126879,Student126879,20,58
126880,Student126880,18,40
126881,Student126881,23,95
126882,Student126882,19,72
126883,Student126883,23,42
126884,Student126884,22,62
126885,Student126885,21,74
126886,Student126886,21,55
126887,Student126887,20,68
126888,Student126888,18,55
126889,Student126889,25,37
126890,Student126890,19,99
126891,Student126891,25,44
126892,Student126892,25,37
126893,Student126893,21,51
126894,Student126894,19,64
126895,Student126895,21,81
126896,Student126896,20,93
126897,Student126897,21,69
126898,Student126898,20,100
126899,Student126899,21,82
126900,Student126900,25,75
126901,Student126901,19,74
126902,Student126902,21,81
126903,Student126903,20,46
126904,Student126904,19,89
126905,Student126905,23,82
126906,Student126906,19,36
126907,Student126907,20,47
126908,Student126908,19,52
126909,Student126909,21,49
126910,Student126910,21,76
126911,Student126911,25,95
126912,Student126912,20,85
126913,Student126913,25,43
126914,Student126914,21,61
126915,Student126915,25,71
126916,Student126916,21,81
126917,Student126917,19,68
126918,Student126918,25,36
126919,Student126919,18,73
126920,Student126920,18,41
126921,Student126921,22,91
126922,Student126922,22,39
126923,Student126923,23,99
126924,Student126924,19,85
126925,Student126925,22,58
126926,Student126926,25,88
126927,Student126927,22,67
126928,Student126928,21,68
126929,Student126929,24,61
126930,Student126930,20,89
126931,Student126931,18,53
126932,Student126932,20,37
126933,Student126933,21,45
126934,Student126934,18,88
126935,Student126935,25,52
126936,Student126936,20,77
126937,Student126937,23,82
126938,Student126938,21,42
126939,Student126939,25,65
126940,Student126940,25,49
126941,Student126941,25,100
126942,Student126942,22,68
126943,Student126943,22,100
126944,Student126944,21,82
126945,Student126945,21,47
126946,Student126946,22,75
126947,Student126947,19,89
126948,Student126948,23,43
126949,Student126949,23,51
126950,Student126950,18,44
126951,Student126951,25,41
126952,Student126952,25,90
126953,Student126953,24,35
126954,Student126954,18,66
126955,Student126955,21,88
126956,Student126956,25,76
126957,Student126957,23,43
126958,Student126958,21,60
126959,Student126959,23,90
126960,Student126960,24,37
126961,Student126961,25,41
126962,Student126962,25,82
126963,Student126963,23,67
126964,Student126964,18,41
126965,Student126965,22,44
126966,Student126966,23,54
126967,Student126967,21,67
126968,Student126968,23,91
126969,Student126969,22,58
126970,Student126970,23,84
126971,Student126971,24,70
126972,Student126972,20,75
126973,Student126973,22,96
126974,Student126974,23,49
126975,Student126975,18,42
126976,Student126976,24,65
126977,Student126977,18,43
126978,Student126978,24,63
126979,Student126979,24,43
126980,Student126980,21,74
126981,Student126981,24,74
126982,Student126982,20,45
126983,Student126983,25,42
126984,Student126984,20,37
126985,Student126985,19,56
126986,Student126986,23,70
126987,Student126987,22,75
126988,Student126988,24,93
126989,Student126989,19,66
126990,Student126990,18,71
126991,Student126991,20,37
126992,Student126992,23,43
126993,Student126993,19,64
126994,Student126994,24,61
126995,Student126995,25,91
126996,Student126996,22,49
126997,Student126997,21,99
126998,Student126998,18,85
126999,Student126999,18,73
127000,Student127000,19,94
127001,Student127001,20,77
127002,Student127002,18,76
127003,Student127003,22,55
127004,Student127004,22,63
127005,Student127005,19,92
127006,Student127006,23,82
127007,Student127007,24,59
127008,Student127008,21,67
127009,Student127009,18,100
127010,Student127010,18,100
127011,Student127011,21,75
127012,Student127012,19,48
127013,Student127013,20,78
127014,Student127014,25,73
127015,Student127015,21,99
127016,Student127016,19,73
127017,Student127017,22,65
127018,Student127018,24,61
127019,Student127019,18,41
127020,Student127020,18,93
127021,Student127021,21,72
127022,Student127022,24,84
127023,Student127023,21,81
127024,Student127024,22,89
127025,Student127025,18,72
127026,Student127026,20,54
127027,Student127027,21,62
127028,Student127028,25,79
127029,Student127029,18,73
127030,Student127030,19,58
127031,Student127031,18,63
127032,Student127032,24,82
127033,Student127033,23,99
127034,Student127034,25,56
127035,Student127035,21,73
127036,Student127036,18,44
127037,Student127037,21,44
127038,Student127038,21,98
127039,Student127039,18,72
127040,Student127040,18,100
127041,Student127041,22,88
127042,Student127042,18,87
127043,Student127043,24,76
127044,Student127044,21,90
127045,Student127045,22,92
127046,Student127046,25,41
127047,Student127047,19,83
127048,Student127048,20,40
127049,Student127049,21,85
127050,Student127050,25,56
127051,Student127051,19,90
127052,Student127052,24,96
127053,Student127053,20,83
127054,Student127054,21,67
127055,Student127055,18,82
127056,Student127056,19,49
127057,Student127057,24,96
127058,Student127058,20,61
127059,Student127059,20,100
127060,Student127060,21,96
127061,Student127061,18,72
127062,Student127062,23,85
127063,Student127063,23,69
127064,Student127064,25,92
127065,Student127065,20,44
127066,Student127066,23,40
127067,Student127067,24,91
127068,Student127068,19,77
127069,Student127069,21,38
127070,Student127070,22,47
127071,Student127071,21,55
127072,Student127072,22,69
127073,Student127073,18,40
127074,Student127074,25,71
127075,Student127075,18,70
127076,Student127076,18,61
127077,Student127077,20,77
127078,Student127078,23,51
127079,Student127079,24,66
127080,Student127080,23,90
127081,Student127081,21,35
127082,Student127082,18,38
127083,Student127083,25,39
127084,Student127084,22,45
127085,Student127085,22,95
127086,Student127086,21,76
127087,Student127087,21,68
127088,Student127088,25,66
127089,Student127089,22,70
127090,Student127090,22,89
127091,Student127091,25,92
127092,Student127092,20,83
127093,Student127093,20,86
127094,Student127094,24,62
127095,Student127095,19,49
127096,Student127096,19,49
127097,Student127097,18,55
127098,Student127098,23,70
127099,Student127099,23,57
127100,Student127100,18,62
127101,Student127101,23,95
127102,Student127102,19,61
127103,Student127103,18,51
127104,Student127104,20,74
127105,Student127105,25,66
127106,Student127106,21,35
127107,Student127107,25,81
127108,Student127108,25,54
127109,Student127109,22,98
127110,Student127110,22,38
127111,Student127111,23,74
127112,Student127112,25,52
127113,Student127113,25,85
127114,Student127114,23,91
127115,Student127115,19,65
127116,Student127116,25,73
127117,Student127117,22,51
127118,Student127118,22,85
127119,Student127119,25,54
127120,Student127120,21,86
127121,Student127121,24,70
127122,Student127122,19,97
127123,Student127123,24,55
127124,Student127124,24,76
127125,Student127125,24,87
127126,Student127126,24,45
127127,Student127127,18,49
127128,Student127128,23,65
127129,Student127129,24,52
127130,Student127130,24,73
127131,Student127131,23,51
127132,Student127132,20,38
127133,Student127133,20,94
127134,Student127134,20,70
127135,Student127135,21,96
127136,Student127136,21,96
127137,Student127137,20,67
127138,Student127138,19,43
127139,Student127139,25,52
127140,Student127140,18,70
127141,Student127141,22,70
127142,Student127142,20,76
127143,Student127143,18,100
127144,Student127144,25,47
127145,Student127145,19,93
127146,Student127146,23,50
127147,Student127147,22,56
127148,Student127148,18,73
127149,Student127149,24,88
127150,Student127150,22,45
127151,Student127151,20,50
127152,Student127152,25,77
127153,Student127153,21,83
127154,Student127154,21,72
127155,Student127155,24,91
127156,Student127156,25,60
127157,Student127157,23,99
127158,Student127158,18,49
127159,Student127159,22,82
127160,Student127160,25,52
127161,Student127161,19,61
127162,Student127162,24,56
127163,Student127163,19,49
127164,Student127164,25,59
127165,Student127165,24,49
127166,Student127166,24,62
127167,Student127167,18,35
127168,Student127168,20,49
127169,Student127169,24,49
127170,Student127170,18,50
127171,Student127171,22,90
127172,Student127172,19,79
127173,Student127173,25,42
127174,Student127174,20,67
127175,Student127175,25,83
127176,Student127176,20,41
127177,Student127177,20,98
127178,Student127178,21,96
127179,Student127179,23,97
127180,Student127180,19,97
127181,Student127181,20,36
127182,Student127182,19,38
127183,Student127183,18,47
127184,Student127184,25,58
127185,Student127185,24,54
127186,Student127186,20,42
127187,Student127187,23,64
127188,Student127188,20,70
127189,Student127189,24,85
127190,Student127190,25,74
127191,Student127191,22,38
127192,Student127192,25,86
127193,Student127193,20,56
127194,Student127194,25,82
127195,Student127195,20,92
127196,Student127196,18,82
127197,Student127197,22,63
127198,Student127198,18,41
127199,Student127199,21,49
127200,Student127200,24,50
127201,Student127201,22,100
127202,Student127202,23,84
127203,Student127203,18,88
127204,Student127204,21,96
127205,Student127205,20,39
127206,Student127206,25,85
127207,Student127207,25,38
127208,Student127208,23,77
127209,Student127209,19,81
127210,Student127210,19,93
127211,Student127211,23,83
127212,Student127212,20,61
127213,Student127213,21,83
127214,Student127214,21,98
127215,Student127215,20,74
127216,Student127216,19,35
127217,Student127217,25,78
127218,Student127218,22,60
127219,Student127219,25,55
127220,Student127220,21,96
127221,Student127221,18,45
127222,Student127222,23,73
127223,Student127223,25,46
127224,Student127224,23,39
127225,Student127225,19,49
127226,Student127226,18,42
127227,Student127227,22,75
127228,Student127228,19,68
127229,Student127229,25,85
127230,Student127230,23,57
127231,Student127231,21,91
127232,Student127232,19,45
127233,Student127233,24,61
127234,Student127234,20,58
127235,Student127235,23,56
127236,Student127236,22,69
127237,Student127237,25,54
127238,Student127238,22,84
127239,Student127239,20,43
127240,Student127240,18,44
127241,Student127241,21,56
127242,Student127242,23,46
127243,Student127243,21,74
127244,Student127244,20,75
127245,Student127245,19,58
127246,Student127246,24,41
127247,Student127247,20,72
127248,Student127248,21,60
127249,Student127249,22,90
127250,Student127250,19,58
127251,Student127251,19,41
127252,Student127252,20,59
127253,Student127253,25,53
127254,Student127254,22,36
127255,Student127255,20,47
127256,Student127256,19,71
127257,Student127257,21,89
127258,Student127258,21,64
127259,Student127259,22,92
127260,Student127260,20,91
127261,Student127261,19,68
127262,Student127262,21,56
127263,Student127263,21,47
127264,Student127264,22,56
127265,Student127265,18,100
127266,Student127266,20,99
127267,Student127267,21,94
127268,Student127268,24,98
127269,Student127269,20,86
127270,Student127270,21,98
127271,Student127271,20,67
127272,Student127272,25,90
127273,Student127273,25,68
127274,Student127274,19,38
127275,Student127275,23,55
127276,Student127276,25,51
127277,Student127277,20,65
127278,Student127278,18,54
127279,Student127279,20,56
127280,Student127280,24,97
127281,Student127281,22,39
127282,Student127282,20,39
127283,Student127283,25,52
127284,Student127284,18,69
127285,Student127285,22,99
127286,Student127286,18,100
127287,Student127287,18,94
127288,Student127288,23,39
127289,Student127289,25,97
127290,Student127290,19,77
127291,Student127291,22,75
127292,Student127292,23,66
127293,Student127293,18,59
127294,Student127294,20,84
127295,Student127295,20,60
127296,Student127296,18,98
127297,Student127297,23,72
127298,Student127298,24,77
127299,Student127299,25,100
127300,Student127300,19,67
127301,Student127301,18,79
127302,Student127302,20,69
127303,Student127303,20,93
127304,Student127304,23,44
127305,Student127305,20,98
127306,Student127306,25,83
127307,Student127307,24,46
127308,Student127308,23,88
127309,Student127309,23,91
127310,Student127310,23,41
127311,Student127311,18,42
127312,Student127312,22,66
127313,Student127313,19,63
127314,Student127314,19,64
127315,Student127315,22,95
127316,Student127316,23,64
127317,Student127317,25,96
127318,Student127318,19,95
127319,Student127319,22,86
127320,Student127320,20,75
127321,Student127321,24,42
127322,Student127322,25,53
127323,Student127323,22,59
127324,Student127324,19,36
127325,Student127325,18,54
127326,Student127326,22,92
127327,Student127327,19,58
127328,Student127328,18,58
127329,Student127329,18,82
127330,Student127330,18,80
127331,Student127331,20,44
127332,Student127332,19,43
127333,Student127333,23,42
127334,Student127334,20,91
127335,Student127335,23,91
127336,Student127336,23,88
127337,Student127337,18,90
127338,Student127338,24,75
127339,Student127339,23,60
127340,Student127340,21,46
127341,Student127341,18,64
127342,Student127342,23,65
127343,Student127343,18,36
127344,Student127344,20,89
127345,Student127345,25,88
127346,Student127346,23,39
127347,Student127347,18,74
127348,Student127348,21,98
127349,Student127349,23,92
127350,Student127350,21,93
127351,Student127351,23,81
127352,Student127352,23,54
127353,Student127353,22,100
127354,Student127354,19,63
127355,Student127355,23,71
127356,Student127356,19,66
127357,Student127357,20,54
127358,Student127358,18,69
127359,Student127359,18,97
127360,Student127360,20,83
127361,Student127361,21,61
127362,Student127362,22,68
127363,Student127363,22,44
127364,Student127364,24,43
127365,Student127365,20,92
127366,Student127366,23,41
127367,Student127367,21,49
127368,Student127368,20,86
127369,Student127369,22,68
127370,Student127370,20,50
127371,Student127371,20,90
127372,Student127372,23,45
127373,Student127373,23,72
127374,Student127374,22,59
127375,Student127375,22,77
127376,Student127376,25,98
127377,Student127377,21,52
127378,Student127378,21,35
127379,Student127379,21,100
127380,Student127380,20,98
127381,Student127381,19,83
127382,Student127382,25,58
127383,Student127383,20,86
127384,Student127384,24,89
127385,Student127385,24,84
127386,Student127386,23,78
127387,Student127387,21,38
127388,Student127388,23,62
127389,Student127389,22,79
127390,Student127390,24,74
127391,Student127391,24,42
127392,Student127392,18,47
127393,Student127393,18,51
127394,Student127394,18,98
127395,Student127395,25,38
127396,Student127396,18,35
127397,Student127397,20,42
127398,Student127398,20,62
127399,Student127399,23,63
127400,Student127400,25,64
127401,Student127401,19,61
127402,Student127402,21,63
127403,Student127403,18,89
127404,Student127404,20,67
127405,Student127405,22,66
127406,Student127406,19,70
127407,Student127407,22,99
127408,Student127408,25,55
127409,Student127409,23,51
127410,Student127410,22,97
127411,Student127411,20,84
127412,Student127412,21,42
127413,Student127413,21,53
127414,Student127414,20,85
127415,Student127415,19,98
127416,Student127416,22,91
127417,Student127417,21,48
127418,Student127418,19,63
127419,Student127419,19,36
127420,Student127420,22,93
127421,Student127421,21,64
127422,Student127422,25,68
127423,Student127423,22,76
127424,Student127424,18,60
127425,Student127425,21,84
127426,Student127426,19,65
127427,Student127427,20,83
127428,Student127428,21,55
127429,Student127429,22,49
127430,Student127430,21,74
127431,Student127431,20,85
127432,Student127432,20,88
127433,Student127433,18,74
127434,Student127434,18,99
127435,Student127435,19,74
127436,Student127436,25,82
127437,Student127437,24,56
127438,Student127438,20,46
127439,Student127439,20,75
127440,Student127440,20,76
127441,Student127441,24,40
127442,Student127442,20,78
127443,Student127443,23,42
127444,Student127444,24,40
127445,Student127445,23,78
127446,Student127446,25,65
127447,Student127447,21,39
127448,Student127448,18,95
127449,Student127449,21,85
127450,Student127450,18,78
127451,Student127451,19,59
127452,Student127452,25,62
127453,Student127453,22,74
127454,Student127454,21,78
127455,Student127455,22,70
127456,Student127456,18,67
127457,Student127457,21,46
127458,Student127458,18,46
127459,Student127459,21,91
127460,Student127460,23,41
127461,Student127461,25,50
127462,Student127462,20,55
127463,Student127463,19,68
127464,Student127464,19,59
127465,Student127465,20,97
127466,Student127466,21,45
127467,Student127467,20,57
127468,Student127468,21,84
127469,Student127469,22,44
127470,Student127470,20,77
127471,Student127471,18,74
127472,Student127472,18,85
127473,Student127473,24,50
127474,Student127474,25,50
127475,Student127475,24,63
127476,Student127476,25,46
127477,Student127477,22,65
127478,Student127478,18,84
127479,Student127479,24,95
127480,Student127480,24,65
127481,Student127481,23,75
127482,Student127482,25,40
127483,Student127483,24,38
